Code,Mfr,Model,Type,Horsepower,Thrust
54086,ROLLS-ROYC,DART 529D-8E,Turbo-prop,2103,
54087,ROLLS-ROYC,DART 529-8H,Turbo-prop,2103,
54088,ROLLS-ROYC,DART 529D-8H,Turbo-prop,2103,
54089,ROLLS-ROYC,DART 529-8X,Turbo-prop,2103,
54090,ROLLS-ROYC,DART 529D-8X,Turbo-prop,2103,
54091,ROLLS-ROYC,DART 529-8Y,Turbo-prop,2103,
54092,ROLLS-ROYC,DART 529D-8Y,Turbo-prop,2103,
54093,ROLLS-ROYC,DART 529-8Z,Turbo-prop,2103,
54094,ROLLS-ROYC,DART 529D-8Z,Turbo-prop,2103,
54095,ROLLS-ROYC,DART 532-2L,Turbo-prop,2260,
54096,ROLLS-ROYC,DART 532-7,Turbo-prop,2260,
54097,ROLLS-ROYC,DART 532-7L,Turbo-prop,2260,
54098,ROLLS-ROYC,DART 532-7N,Turbo-prop,2260,
54099,ROLLS-ROYC,DART 532-7P,Turbo-prop,2260,
54100,ROLLS-ROYC,DART 532-7R,Turbo-prop,2260,
54101,ROLLS-ROYC,DART 535-2,Turbo-prop,2260,
54102,ROLLS-ROYC,DART 535-7R,Turbo-prop,2260,
54103,ROLLS-ROYC,DART 551-7,Turbo-prop,2346,
54104,ROLLS-ROYC,DART 551-7R,Turbo-prop,2346,
54105,ROLLS-ROYC,DART 552-2,Turbo-prop,2370,
54106,ROLLS-ROYC,DART 552-7,Turbo-prop,2370,
54107,ROLLS-ROYC,DART 552-7R,Turbo-prop,2370,
54108,ROLLS-ROYC,AVON 522,Turbo-jet,,10500
54109,ROLLS-ROYC,AVON 524B,Turbo-jet,,10250
54110,ROLLS-ROYC,AVON 525B,Turbo-jet,,10250
54111,ROLLS-ROYC,AVON 526,Turbo-jet,,10500
54112,ROLLS-ROYC,AVON 527,Turbo-jet,,11400
54113,ROLLS-ROYC,AVON 531,Turbo-jet,,12200
54114,ROLLS-ROYC,AVON 532R-B,Turbo-jet,,12080
54115,ROLLS-ROYC,AVON 533R,Turbo-jet,,12600
54116,ROLLS-ROYC,AVON 533R-11A,Turbo-jet,,13000
54117,ROLLS-ROYC,VIPER MK 521,Turbo-jet,,3100
54118,ROLLS-ROYC,VIPER MK 522,Turbo-jet,,3330
54119,ROLLS-ROYC,VIPER MK 526,Turbo-jet,,3330
54120,ROLLS-ROYC,RB211-524G219,Turbo-fan,,56870
54121,ROLLS-ROYC,RB211524G2T19,Turbo-fan,,56870
54122,ROLLS-ROYC,RB211-524G319,Turbo-fan,,56870
54123,ROLLS-ROYC,RB211524G3T19,Turbo-fan,,56870
54124,ROLLS-ROYC,RB211-524H-36,Turbo-fan,,59450
54125,ROLLS-ROYC,RB211-524HT36,Turbo-fan,,59450
54126,ROLLS-ROYC,RB211-524H219,Turbo-fan,,59450
54127,ROLLS-ROYC,RB211524H2T19,Turbo-fan,,59450
54128,ROLLS-ROYC,CONWAY 505,Turbo-jet,,16500
54129,ROLLS-ROYC,CONWAY 508,Turbo-jet,,17500
54130,ROLLS-ROYC,CONWAY 508A,Turbo-jet,,18000
54131,ROLLS-ROYC,CONWAY 509A,Turbo-jet,,18000
54132,ROLLS-ROYC,TYNE 506,Turbo-prop,4804,
54133,ROLLS-ROYC,TYNE 512,Turbo-prop,5344,
54134,ROLLS-ROYC,DART 542-10,Turbo-prop,2559,
54135,ROLLS-ROYC,DART 542-10J,Turbo-prop,2559,
54136,ROLLS-ROYC,DART 542-10K,Turbo-prop,2559,
54137,ROLLS-ROYC,DART 542-4,Turbo-prop,2559,
54138,ROLLS-ROYC,DART 542-4K,Turbo-prop,2559,
54139,ROLLS-ROYC,ORPHEUS 810D,Turbo-jet,,4850
54140,ROLLS-ROYC,AE 2100A,Turbo-prop,4152,
54141,ROLLS-ROYC,AE 2100C,Turbo-prop,3271,
54142,ROLLS-ROYC,AE 2100D2,Turbo-prop,4637,
54143,ROLLS-ROYC,AE 2100D3,Turbo-prop,4637,
54144,ROLLS-ROYC,AE 2100J,Turbo-prop,4591,
54145,ROLLS-ROYC,RR O-300-A,Reciprocating,145,
54146,ROLLS-ROYC,RR O-300-B,Reciprocating,145,
54147,ROLLS-ROYC,RR O-300-C,Reciprocating,145,
54148,ROLLS-ROYC,RR O-300-D,Reciprocating,145,
54149,ROLLS-ROYC,GIPSY 30 MK2,Reciprocating,250,
54150,ROLLS-ROYC,GIPSY 70-4,Reciprocating,340,
54151,ROLLS-ROYC,GIPSY 70 MK2,Reciprocating,380,
54152,ROLLS-ROYC,GIPSY 70 MK3,Reciprocating,400,
54153,ROLLS-ROYC,501-D13,Turbo-prop,3750,
54154,ROLLS-ROYC,501-D13A,Turbo-prop,3750,
54155,ROLLS-ROYC,501-D13D,Turbo-prop,3750,
54156,ROLLS-ROYC,501-D13E,Turbo-prop,3750,
54157,ROLLS-ROYC,501-D13H,Turbo-prop,3750,
54158,ROLLS-ROYC,501-D22,Turbo-prop,4050,
54159,ROLLS-ROYC,501-D22A,Turbo-prop,4680,
54160,ROLLS-ROYC,501-D22C,Turbo-prop,4680,
54161,ROLLS-ROYC,502-D22G,Turbo-prop,4815,
54162,ROLLS-ROYC,AE 3007A,Turbo-fan,,7580
54163,ROLLS-ROYC,AE 3007A1/1,Turbo-fan,,7580
54164,ROLLS-ROYC,AE 3007A1/2,Turbo-fan,,7580
54165,ROLLS-ROYC,AE 3007A1,Turbo-fan,,7580
54166,ROLLS-ROYC,AE 3007A1/3,Turbo-fan,,7580
54167,ROLLS-ROYC,AE 3007A3,Turbo-fan,,7201
54168,ROLLS-ROYC,AE 3007C1,Turbo-fan,,6764
54169,ROLLS-ROYC,AE 3007A1E,Turbo-fan,,8917
54170,ROLLS-ROYC,250-C10,Turbo-shaft,250,
54171,ROLLS-ROYC,250-C10B,Turbo-shaft,317,
54172,ROLLS-ROYC,250-C10D,Turbo-shaft,317,
54173,ROLLS-ROYC,250-C18,Turbo-shaft,317,
54174,ROLLS-ROYC,250-C18A,Turbo-shaft,317,
54175,ROLLS-ROYC,250-C19,Turbo-shaft,317,
54176,ROLLS-ROYC,250-C18B,Turbo-shaft,317,
54177,ROLLS-ROYC,250-C18C,Turbo-shaft,317,
54178,ROLLS-ROYC,250-C20,Turbo-shaft,400,
54179,ROLLS-ROYC,250-C20C,Turbo-shaft,420,
54180,ROLLS-ROYC,250-C20F,Turbo-shaft,420,
54181,ROLLS-ROYC,250-C20J,Turbo-shaft,420,
54182,ROLLS-ROYC,250-C20S,Turbo-shaft,420,
54183,ROLLS-ROYC,250-C20R,Turbo-shaft,450,
54184,ROLLS-ROYC,250-C20R/1,Turbo-shaft,450,
54185,ROLLS-ROYC,250-C20R/2,Turbo-shaft,450,
54186,ROLLS-ROYC,250-C20R/4,Turbo-shaft,450,
54187,ROLLS-ROYC,225-C10,Turbo-shaft,350,
54188,ROLLS-ROYC,225-C10-A,Turbo-shaft,350,
54189,ROLLS-ROYC,250-C20W,Turbo-shaft,420,
54190,ROLLS-ROYC,RR C90-8F,Reciprocating,95,
54191,ROLLS-ROYC,RR C90-8FJ,Reciprocating,95,
54192,ROLLS-ROYC,RR C90-12F,Reciprocating,95,
54193,ROLLS-ROYC,RR C90-12FH,Reciprocating,95,
54194,ROLLS-ROYC,RR C90-12FJ,Reciprocating,95,
54195,ROLLS-ROYC,RR C90-12FP,Reciprocating,95,
54196,ROLLS-ROYC,RR C90-14F,Reciprocating,95,
54197,ROLLS-ROYC,RR C90-14FH,Reciprocating,95,
54198,ROLLS-ROYC,RR C90-14FJ,Reciprocating,95,
54199,ROLLS-ROYC,RR C90-16F,Reciprocating,95,
54200,ROLLS-ROYC,RR O-200-A,Reciprocating,100,
54201,ROLLS-ROYC,RR O-200-B,Reciprocating,100,
54202,ROLLS-ROYC,RR O-200-C,Reciprocating,100,
54203,ROLLS-ROYC,RB211 768-60,Turbo-fan,,67500
54204,ROLLS-ROYC,RB211 772-60,Turbo-fan,,71100
54205,ROLLS-ROYC,RB211 772B-60,Turbo-jet,,71100
54206,ROLLS-ROYC,RB211-892-17,Turbo-fan,,91450
54207,ROLLS-ROYC,RB211 884-17,Turbo-fan,,85430
54208,ROLLS-ROYC,RB211 884B-17,Turbo-fan,,85430
54209,ROLLS-ROYC,RB211 877-17,Turbo-fan,,78910
54211,ROLLS-ROYC,RB211 892B-17,Turbo-fan,,91450
54212,ROLLS-ROYC,RB211 895-17,Turbo-fan,,92940
54213,ROLLS-ROYC,RB211 553-61,Turbo-fan,,55780
54214,ROLLS-ROYC,RB211 553A261,Turbo-fan,,55780
54215,ROLLS-ROYC,RB211 556-61,Turbo-fan,,58462
54216,ROLLS-ROYC,RB211 556A261,Turbo-fan,,58462
54217,ROLLS-ROYC,RB211 556B-61,Turbo-fan,,58462
54218,ROLLS-ROYC,RB211 556B261,Turbo-fan,,58462
54219,ROLLS-ROYC,RB211 560-61,Turbo-fan,,61902
54220,ROLLS-ROYC,RB211 560A261,Turbo-fan,,61902
54221,ROLLS-ROYC,RB511-8,Turbo-jet,,11400
54222,ROLLS-ROYC,MK.104,Turbo-fan,,21500
54223,ROLLS-ROYC,RB211-535E4,Turbo-fan,,42540
54224,ROLLS-ROYC,AVON MK207,Turbo-jet,,10150
54225,ROLLS-ROYC,250-C300,Turbo-shaft,300,
54226,ROLLS-ROYC,NENE 10,Turbo-jet,,12400
54227,ROLLS-ROYC,T63-A-720,Turbo-shaft,400,
54228,ROLLS-ROYC,VIPER 202,Turbo-jet,,2450
54229,ROLLS-ROYC,VIPER MK22-1,Turbo-fan,,2500
54230,ROLLS-ROYC,AVON MK 203,Turbo-jet,,10000
54231,ROLLS DEUT,BR700-725A112,Turbo-fan,,14975
54232,ROLLS-ROYC,250-C300/A1,Turbo-shaft,300,
54233,ROLLS-ROYC,V1650-25,Reciprocating,1400,
54234,ROLLS-ROYC,AE 3007C2,Turbo-fan,,7042
54235,ROLLS-ROYC,250-C47 SER,Turbo-shaft,650,
54236,ROLLS-ROYC,250-C47E/4,Turbo-shaft,600,
54237,ROLLS DEUT,BR700-730B214,Turbo-fan,,18250
54260,ROLLS-ROYC,M250 SERIES,Turbo-shaft,420,
54385,ROLLS-ROYC,250-C20B,Turbo-shaft,420,
54490,ROLLS-ROYC,TAY MK 611SER,Turbo-fan,,12450
54499,ROLLS-ROYC,520-C30,Turbo-shaft,650,
54500,ROLLS-ROYC,MERLIN 114A,Turbo-jet,3500,
54501,ROLLS-ROYC,GRIFFON,Turbo-prop,2455,
54502,ROLLS-ROYC,MERLIN,Reciprocating,1760,
54503,ROLLS-ROYC,DART 506,Turbo-prop,1540,
54504,ROLLS-ROYC,DART 510&511,Turbo-prop,1740,
54505,ROLLS-ROYC,DART 525,Turbo-prop,1920,
54506,ROLLS-ROYC,DART 527 528,Turbo-prop,2068,
54507,ROLLS-ROYC,DART 529,Turbo-prop,2154,
54508,ROLLS-ROYC,MERLIN 33,Turbo-prop,1400,
54509,ROLLS-ROYC,DART532,Turbo-prop,2238,
54510,ROLLS-ROYC,TYNE 515,Turbo-prop,5521,
54512,ROLLS-ROYC,0-300,Reciprocating,145,
54513,ROLLS-ROYC,DART 7 SERIES,Turbo-prop,2100,
54516,ROLLS-ROYC,FLYGMTR RM6C,Turbo-jet,17500,
54517,ROLLS-ROYC,AVON 532R,Turbo-jet,1208,
54518,ROLLS-ROYC,CONWAY 509,Turbo-jet,,17500
54519,ROLLS-ROYC,SPEY 506-14,Turbo-jet,,10410
54520,ROLLS-ROYC,AVON,Turbo-jet,,6500
54521,ROLLS-ROYC,SPEY 555-15,Turbo-jet,,9850
54522,ROLLS-ROYC,DART 542,Turbo-prop,2966,
54523,ROLLS-ROYC,SPEY MK 511SR,Turbo-jet,1140,
54524,ROLLS-ROYC,DART RDA-10,Turbo-fan,1140,
54525,ROLLS-ROYC,250-C40B,Turbo-shaft,715,
54526,ROLLS-ROYC,SPEY MK511-8,Turbo-fan,,11400
54532,ROLLS-ROYC,0-200-A,Reciprocating,100,
54538,ROLLS-ROYC,TRENT 1000-D3,Turbo-fan,,74511
54540,ROLLS-ROYC,O-240 SER,Reciprocating,130,
54542,ROLLS-ROYC,NENE,Turbo-jet,510,
54544,ROLLS-ROYC,TRENT 1000,Turbo-fan,,69194
54545,ROLLS-ROYC,TRENT 1000-A2,Turbo-fan,,69194
54546,ROLLS-ROYC,MK 22-6,Turbo-jet,2500,
54547,ROLLS-ROYC,TRENT 1000-D2,Turbo-fan,,74511
54548,ROLLS-ROYC,TRENT 1000M62,Turbo-fan,,69194
54550,ROLLS-ROYC,VIPER MK521,Turbo-jet,310,
54551,ROLLS-ROYC,VIPER MK 601,Turbo-jet,367,
54552,ROLLS-ROYC,VIPER MK522,Turbo-jet,333,
54553,ROLLS-ROYC,DART 510,Turbo-prop,2750,
54554,ROLLS-ROYC,RB-211-22,Turbo-fan,4000,
54555,ROLLS-ROYC,RB-211 SERIES,Turbo-fan,,22000
54556,ROLLS-ROYC,TAY MK 610-8,Turbo-fan,,12420
54557,ROLLS-ROYC,TAY 650-15,Turbo-fan,,15100
54558,ROLLS-ROYC,V-1650-7,Reciprocating,1180,
54559,ROLLS-ROYC,MK 510,Turbo-shaft,2750,
54560,ROLLS-ROYC,GIPSY MK SER,Reciprocating,330,
54561,ROLLS-ROYC,TAY 611SER,Turbo-fan,,12450
54562,ROLLS-ROYC,MK511-14,Turbo-jet,11400,
54563,ROLLS-ROYC,ORPHEOUS,Turbo-jet,4130,
54564,ROLLS-ROYC,TAY 651-54,Turbo-fan,,15400
54565,ROLLS-ROYC,BR 700 SERIES,Turbo-fan,,14750
54566,ROLLS DEUT,TRENT 1000-K3,Turbo-fan,,78129
54567,ROLLS,RB3043/PRL700,Turbo-fan,18250,
54568,ROLLS-ROYC,VIPER 680-43,Turbo-jet,,4000
54570,ROLLS-ROYC,OLYMPUS 593MK,Turbo-jet,,31350
54571,ROLLS-ROYC,AE 3007A1P,Turbo-fan,,8338
54572,ROLLS-ROYC,AE 3007C,Turbo-fan,,6442
54574,ROLLS-ROYC,BR700-715C1-3,Turbo-fan,,21430
54581,ROLLS-ROYC,VIPER 535,Turbo-jet,,3450
54582,ROLLS-ROYC,AE3007 SER,Turbo-fan,,6442
54584,ROLLS-ROYC,250 20&30 SER,Turbo-shaft,420,
54585,ROLLS-ROYC,250-C47B,Turbo-shaft,650,
54586,ROLLS-ROYC,250-B17F,Turbo-prop,450,
54587,ROLLS-ROYC,TRENT 800,Turbo-fan,14500,
54588,ROLLS-ROYC,250-C30H,Turbo-shaft,650,
54589,ROLLS-ROYC,TRENT-892,Turbo-fan,,91450
54590,ROLLS-ROYC,O-200-A,4 Cycle,100,
54591,ROLLS-ROYC,RB211-524B4,Turbo-fan,,49120
54592,ROLLS-ROYC,TRENT 772B-60,Turbo-jet,,71100
54593,ROLLS-ROYC,RR772B-60,Turbo-fan,,71100
54594,ROLLS-ROYC,AE 3007A2,Turbo-fan,,9440
54595,ROLLS-TURB,ADOUR MK 861,Turbo-fan,,6000
54599,ROLLS-ROYC,TRENT XWB-84,Turbo-fan,,84200
54600,ROLLS DEU,TRENT XWB-84,Turbo-fan,,84200
54601,ROLLS-ROY,TRENT 892-17,Turbo-fan,,91450
54605,ROLLS-ROY,TRENT 7000-72,Turbo-fan,,72000
54606,ROLLS-ROYC,RR300,Turbo-shaft,240,
54607,ROLLS DEU,BR700-710D521,Turbo-fan,,14250
55000,ROTORWAY,RW-133 SERIES,Reciprocating,160,
55001,ROTORWAY,RW-100 SERIES,Reciprocating,100,
55005,ROTORWAY,RW-145 SERIES,Reciprocating,145,
55006,ROTORWAY,RW152,Reciprocating,150,
55007,ROTORWAY,RI 162F,4 Cycle,150,
55008,ROTORWAY,RW-162,Reciprocating,150,
55009,ROTORWAY,RI 600N,Reciprocating,147,
55010,ROTORWAY,RI 600S,4 Cycle,147,
55011,ROTORWAY,RI 600,4 Cycle,150,
55015,ROTORWAY,RH 600T,4 Cycle,168,
55544,ROTAX,912A,4 Cycle,80,
55551,ROTAX,582,2 Cycle,65,
55552,ROTAX,914ULS,4 Cycle,115,
55553,ROTAX,914UL,4 Cycle,115,
55554,ROTAX,582-99,2 Cycle,65,
55555,ROTAX,SEE BOMBADIER,Reciprocating,,
55556,ROTAX,582SER,2 Cycle,65,
55557,ROTAX,582E,2 Cycle,65,
55558,ROTAX,582UL,2 Cycle,65,
55559,ROTAX,582UL-99,2 Cycle,65,
55560,ROTAX,582ULDCDI-99,2 Cycle,65,
55561,ROTAX,582DCDI-99,2 Cycle,65,
55562,ROTAX,582DCDI,2 Cycle,65,
55563,ROTAX,582UL DCDI,2 Cycle,65,
55564,ROTAX,503 SERIES,2 Cycle,52,
55565,ROTAX,503UL,2 Cycle,52,
55566,ROTAX,503 DCDI,2 Cycle,52,
55567,ROTAX,503DCSI,2 Cycle,52,
55568,ROTAX,503ULDCDI,2 Cycle,52,
55569,ROTAX,912,4 Cycle,80,
55570,ROTAX,912S,4 Cycle,100,
55571,ROTAX,912UL SERIES,4 Cycle,80,
55572,ROTAX,912ULS SERIES,4 Cycle,100,
55573,ROTAX,912ULSFR,4 Cycle,100,
55574,ROTAX,912UL2,4 Cycle,80,
55575,ROTAX,914 SERIES,4 Cycle,100,
55576,ROTAX,447,2 Cycle,40,
55577,ROTAX,583,2 Cycle,92,
55578,ROTAX,618,2 Cycle,75,
55579,ROTAX,532,2 Cycle,65,
55580,ROTAX,521,2 Cycle,80,
55581,ROTAX,377,2 Cycle,35,
55582,ROTAX,503DC,2 Cycle,52,
55583,ROTAX,552,2 Cycle,57,
55584,ROTAX,505,2 Cycle,40,
55585,ROTAX,277,2 Cycle,26,
55586,ROTAX,477,2 Cycle,40,
55587,ROTAX,502,2 Cycle,50,
55588,ROTAX,R582C,2 Cycle,65,
55589,ROTAX,618UL,Reciprocating,75,
55590,ROTAX,912IS2,4 Cycle,100,
55591,ROTAX,912ISC,4 Cycle,100,
55592,ROTAX,912UL,Reciprocating,80,
55593,ROTAX,912 IS,4 Cycle,100,
55594,ROTAX,912S3,4 Cycle,100,
55595,ROTAX,582 CDI,2 Cycle,64,
55596,ROTAX,UL 670 BH13,Reciprocating,87,
55597,ROTAX,914UL2-01,4 Cycle,115,
55598,ROTAX,670,Reciprocating,107,
55599,ROTAX,912ULS2,4 Cycle,100,
55600,ROTEC,R2800,4 Cycle,110,
55601,ROTAX,912F3,4 Cycle,80,
55602,ROTAX,912ULS3,4 Cycle,100,
55603,ROTAX,914UL3,4 Cycle,100,
55604,ROTAX,914 IS,2 Cycle,100,
55605,ROTAX,R670,4 Cycle,87,
55606,ROTAX,912 SERIES,Reciprocating,80,
55607,ROTAX,912ULS,Reciprocating,100,
55610,ROTEC,R3600,Reciprocating,150,
55619,ROTAX,915 SERIES,4 Cycle,135,
55620,ROTAX,915 IS,4 Cycle,135,
55621,ROTAX,915 ISC3 A,Reciprocating,141,
55622,ROTAX,916 IS,4 Cycle,160,
55623,ROTAX,916 IS A,4 Cycle,160,
55625,ROTAX,916 1S3 A,4 Cycle,160,
55700,BRP-ROTAX,914 F2,4 Cycle,115,
55701,BRP-ROTAX,914 F3,4 Cycle,115,
55702,BRP-ROTAX,914 F4,4 Cycle,115,
55703,BRP-ROTAX,ROTAX 914 UL,Turbo-prop,115,
55800,ROTEX,REX SERIES,Electric,100,
55801,ROTEX,RET SERIES,Electric,300,
55950,RYAN FALCO,V12,Reciprocating,640,
56001,SALMSON,AD9,Reciprocating,40,
56501,SAUER,S 1800-1 SERI,4 Cycle,60,
57001,SIEMENS,SH14,Reciprocating,113,
57002,SIEMENS,SH-12,Reciprocating,125,
57003,SIEMENS,SP55D,Electric,74,
57005,SIEMENS,ALL ELECTRIC,Electric,74,
57300,SNECMA,LARZAC 04-C6,Turbo-fan,,3000
57301,SNECMA,LARZAC 04-C20,Turbo-fan,,2970
57302,SNECMA,ATAR 09 SER,Turbo-jet,,13200
57651,KONIG,SC430,2 Cycle,20,
58100,SOLAR,T-62,Turbo-shaft,150,
58101,SOLAR,T62T-2A1,Turbo-shaft,150,
58102,SOLAR,T62T-32,Turbo-shaft,150,
58104,SOLAR,T62-32,Turbo-shaft,160,
58106,SOLO,560,Reciprocating,25,
58107,SOLO,2350 SER,2 Cycle,26,
58108,SOLO,2625 01,2 Cycle,53,
58109,SOLO,262502I,Reciprocating,68,
58111,SOLO,2625 02,2 Cycle,64,
58112,SOLO,EMRAX 208,Electric,115,
58200,SONEX ACFT,AEROVEE 2180C,Reciprocating,80,
58201,SONEX,AEROVEE 2.1,Reciprocating,80,
58202,SONEX ACFT,AEROVEE TURBO,Reciprocating,100,
58300,SPA LLC,CORVAIR SERIE,Reciprocating,125,
59001,STARK,STAMO,Reciprocating,50,
59002,STARK,STAMO 1500-2,Reciprocating,45,
59049,SUBARU,EJ257,Reciprocating,300,
59050,SUBARU,ALL MDLS A/B,4 Cycle,400,
59051,SUBARU,EJ 2.0 TURBO,Reciprocating,200,
59052,SUBARU,EA-81,Reciprocating,100,
59053,SUBARU,EJ22,4 Cycle,280,
59054,SUBARU,EA-82,4 Cycle,90,
59055,SUBARU,EZ30D,Reciprocating,242,
59112,SCHLEICHER,EA911/1-35LK,Electric,33,
59113,SCHLEICHER,EA910/1-35LK,2 Cycle,48,
59200,SUPERIOR,XP-400,4 Cycle,215,
59201,SUPERIOR,0-320-D1A,Reciprocating,160,
59210,SUPERIOR,CC363I,4 Cycle,186,
59240,SUPERIOR,XP-IO-360 SER,4 Cycle,180,
59249,SUPERIOR,0-360-X,Reciprocating,180,
59250,SUPERIOR,O-360 SERIES,Reciprocating,180,
59251,SUPERIOR,IO-360 SER,Reciprocating,180,
59252,SUPERIOR,XP-360,4 Cycle,170,
59253,SUPERIOR,O-320-A1AC2,4 Cycle,160,
59254,SUPERIOR,IO-320-A,Reciprocating,160,
59255,SUPERIOR,O-360-B1AC2,4 Cycle,170,
59256,SUPERIOR,XPIO360A1AD2,Reciprocating,180,
59257,SUPERIOR,XP-IO360B1DA3,4 Cycle,180,
59258,SUPERIOR,XPIO-360B1AA2,4 Cycle,180,
59259,SUPERIOR,IO-360-B1A2,Reciprocating,180,
59260,SUPERIOR,XP-IO360B1AC2,4 Cycle,180,
59261,SUPERIOR,XP-0-360B1AC2,4 Cycle,180,
59262,SUPERIOR,O-360-A3A2,4 Cycle,180,
59263,SUPERIOR,XP-320,4 Cycle,150,
59264,SUPERIOR,XP-O-360-B1D3,Reciprocating,180,
59265,SUPERIOR,XPIO360B1AD2,Reciprocating,180,
59266,SUPERIOR,O360B1A2,Reciprocating,180,
59267,SUPERIOR,IO-320 SERIES,Reciprocating,160,
59268,SUPERIOR,XP IO400 SER,Reciprocating,215,
59270,SUPERIOR,XP-IO360B1BD2,Reciprocating,180,
59271,SUPERIOR,XP-IO-382,Reciprocating,200,
59272,SUPERIOR,IO-375 SERIES,Reciprocating,195,
59277,SUPERIOR,SL-O360 SERIE,Reciprocating,180,
59285,SUPERIOR,XP-O-360A1AC2,Reciprocating,180,
59287,SUPERIOR,XPIO-360B4PD2,Reciprocating,180,
59288,SUPERIOR,XP-O-360A3HY3,Reciprocating,180,
59290,SUPERIOR,IO400J4AD9-S2,Reciprocating,215,
59291,SUPERIOR,XP-IO-320,Reciprocating,160,
59292,SUPERIOR,IO-400-J4HD9,Reciprocating,215,
59295,SUTER,TOA 288,2 Cycle,24,
59297,SUPERIOR,IO-382X,Reciprocating,200,
59298,SUPERIOR,IO-382,Reciprocating,190,
59299,SUZUKI,G10,4 Cycle,48,
59300,THIELERT,TAE-125-01,Reciprocating,132,
59301,THIELERT,CENTURION 1.7,Reciprocating,135,
59302,THIELERT,TAE 125-02-99,Reciprocating,132,
59303,THIELERT,TAE125-02-114,Reciprocating,152,
59304,THIELERT,CENTURION 4.0,Reciprocating,350,
59305,SUZUKI,G13BB,4 Cycle,100,
59306,TECHNIFY,TAE125-02-114,Reciprocating,152,
59307,TECHNIFY,TAE125-02-99,4 Cycle,132,
59308,SUZUKI,G15,4 Cycle,100,
59309,CONT,TAE125-02-125,4 Cycle,170,
59310,SUZUKI,G16 SERIES,4 Cycle,48,
59312,SUZUKI,V6,Reciprocating,185,
59313,SUZUKI,H27A,4 Cycle,182,
59354,SUZUKI,INNTEC 800,2 Cycle,85,
59400,SOCIETE MA,SR305-230,Reciprocating,226,
59401,SOCIETE MA,SR305-230E,Reciprocating,226,
59469,TITAN,OX-340-D2B,Reciprocating,180,
59470,TITAN,OX-340CC,4 Cycle,180,
59471,TITAN,IOX-370 SERIE,4 Cycle,205,
59472,TITAN,O-360-B1B,Reciprocating,180,
59473,TITAN,OX-360 SERIES,Reciprocating,180,
59474,TITAN,X-320,4 Cycle,160,
59475,TITAN,X-340 SERIES,4 Cycle,174,
59476,TITAN,X370,4 Cycle,195,
59480,TITAN,OX-370 SERIES,Reciprocating,195,
59490,SZEKELY,SR-3,Reciprocating,45,
59501,TRIUMPH,T SERIES,Reciprocating,40,
59525,TRACE,TE600D,Reciprocating,4400,
59555,VANTAGE,O-360-A3A2,4 Cycle,180,
59600,MATTITUCK,TMX O-200,4 Cycle,100,
59601,MATTITUCK,TMX O-320,Reciprocating,150,
59602,MATTITUCK,TMX 360,Reciprocating,180,
59603,MATTITUCK,IO-360,Reciprocating,180,
59604,MATTITUCK,TMX-540,Reciprocating,250,
59605,MATTITUCK,TMX IO-390,4 Cycle,210,
59606,MATTITUCK,TMX 390,Reciprocating,210,
59607,MATTITUCK,TMX-0-360-A1A,4 Cycle,180,
59608,MATTITUCK,TMX IO-360,Reciprocating,180,
59609,MATTITUCK,TMX IO540D4A5,Reciprocating,260,
59610,MATTITUCK,TMX O-360,Reciprocating,180,
59685,TITAN,340,Reciprocating,180,
59687,TITAN,IOX-320 SERIE,4 Cycle,180,
59688,TITAN,IOX-340 SERIE,4 Cycle,180,
59690,TITAN,IO-340,Reciprocating,180,
59691,TITAN,O-340,Reciprocating,180,
59695,TITAN,IO-360 SERIES,4 Cycle,180,
59696,TITAN,IO-361,4 Cycle,180,
59698,TITAN,IOX-360 SERIE,4 Cycle,180,
59980,SPIRIT ENG,SPIRIT V2,4 Cycle,42,
59987,SAFRAN,ARRANO,Turbo-shaft,1300,
59988,SAFRAN,ARRIEL 2C2,Turbo-shaft,821,
59989,SAFRAN,ARRANO 1A,Turbo-shaft,1100,
59990,SAFRAN,ARRIEL 1D1,Turbo-shaft,712,
59991,SAFRAN,ARRIUS 2B2,Turbo-shaft,642,
59992,SAFRAN,ARRIUS 2R,Turbo-shaft,460,
59993,SAFRAN,ARRIUS 2B1A,Turbo-shaft,613,
59994,SAFRAN,SR305-230 SER,Turbo-shaft,230,
59995,SAFRAN,ARRIEL 2B1,Turbo-shaft,747,
59996,SAFRAN,ARRIEL 1E,Turbo-shaft,626,
59997,SAFRAN,ARRIEL 2D,Turbo-shaft,952,
59998,SAFRAN,ARRIEL 2E,Turbo-shaft,894,
59999,SAFRAN,ARRIEL 1E2,Turbo-shaft,708,
60002,TURBOMECA,ARTOUSTE II,Turbo-shaft,400,
60003,TURBOMECA,ARTOUSTEIIIB,Turbo-shaft,858,
60004,TURBOMECA,MARBORE IIC,Turbo-jet,880,
60005,TURBOMECA,ASTAZOU IIA,Turbo-prop,550,
60006,TURBOMECA,ASTAZOU IIA,Turbo-shaft,546,
60007,TURBOMECA,ASTAZOU 111A,Turbo-shaft,592,
60008,TURBOMECA,TURMO IV SER,Turbo-shaft,1170,
60009,TURBOMECA,BASTAN VI SER,Turbo-prop,1065,
60010,TURBOMECA,ARRIUS 2F,Turbo-shaft,432,
60011,TURBOMECA,ARRIUS 1A,Turbo-shaft,456,
60012,TURBOMECA,ARRIUS 2B2,Turbo-shaft,642,
60013,TURBOMECA,ARRIUS 2B,Turbo-shaft,515,
